regulon,target_gene
ATF1(+),SS18L2
ATF1(+),C16orf87
ATF1(+),CYP26A1
ATF1(+),PFKFB3
ATF1(+),FBXL12
ATF1(+),PAM
ATF1(+),HJURP
ATF1(+),MEA1
ATF1(+),ATAT1
ATF1(+),DIAPH3
ATF1(+),SH3BGRL
ATF1(+),CREB5
ATF1(+),CDK11B
ATF1(+),TOB1
ATF1(+),NUP62
ATF1(+),SMIM4
ATF1(+),COPE
ATF1(+),CNDP2
ATF1(+),ZNF577
ATF1(+),MXD3
ATF1(+),ZNF345
ATF1(+),NELL2
ATF1(+),RAD9A
ATF1(+),MAD1L1
ATF1(+),MAP1LC3A
ATF1(+),WDR48
ATF1(+),RPS6
ATF1(+),LEKR1
ATF1(+),DRAM2
ATF1(+),OXSR1
ATF1(+),SLC25A37
ATF1(+),TTC1
ATF1(+),NOC4L
ATF1(+),PPP2R5A
ATF1(+),HSP90AB1
ATF1(+),NSMCE3
ATF1(+),SLC36A1
ATF1(+),ZBTB49
ATF1(+),NIPAL3
ATF1(+),RHOG
ATF1(+),TP53INP1
ATF1(+),RPL34
ATF1(+),CETN3
ATF1(+),LCMT2
ATF1(+),MTMR8
ATF1(+),UTP20
ATF1(+),METTL13
ATF1(+),RGMB-AS1
ATF1(+),YIF1B
ATF1(+),SCFD2
ATF1(+),CHCHD1
ATF1(+),ELAVL2
ATF1(+),ORC1
ATF1(+),ZBTB16
ATF1(+),MRPS15
ATF1(+),SAMD13
ATF1(+),SH3BP5L
ATF1(+),PIP4K2A
ATF1(-),NDRG1
ATF1(-),SDC4
ATF1(-),BARX2
ATF1(-),KRT5
ATF1(-),MIR4435-2HG
ATF1(-),IL1R1
ATF1(-),KLF6
ATF1(-),SPARCL1
ATF1(-),CCSER2
ATF1(-),COL1A1
ATF1(-),STXBP6
ATF1(-),F3
ATF1(-),SDC1
ATF1(-),S100A14
ATF1(-),LGALS1
ATF1(-),ATF1
ATF2(+),FBXO3
ATF2(+),IHH
ATF2(+),NUFIP2
ATF2(+),ZFHX3
ATF2(+),ING1
ATF2(+),NR2F2
ATF2(+),TUBB2B
ATF2(+),NR1D2
ATF2(+),POLR2A
ATF2(+),DPH1
ATF2(+),UNC5C
ATF2(+),SLITRK3
ATF2(+),SLCO2A1
ATF2(+),PTP4A1
ATF2(+),GATA3
ATF2(+),HOXD11
ATF2(+),GLIS2
ATF2(+),ATOH8
ATF2(+),HOXA10
ATF2(+),CDK14
ATF2(+),FLNA
ATF2(+),FOXC1
ATF2(+),PTPRS
ATF2(+),HDAC5
ATF2(+),GAPDHS
ATF2(+),ZNF281
ATF2(+),MBIP
ATF2(+),ARG2
ATF2(+),UBE4A
ATF2(+),NUP98
ATF2(+),IMPDH1
ATF2(+),RBM15B
ATF2(+),PDXP
ATF2(+),TIMM22
ATF2(+),BMP2
ATF2(+),MTUS1
ATF2(+),ATF2
ATF2(+),PTHLH
ATF2(+),FBXO32
ATF2(+),ZEB1
ATF2(+),TRAF3
ATF2(+),DENND4C
ATF2(+),KIF14
ATF2(+),SFRP2
ATF2(+),GNG5
ATF2(+),SMTNL1
ATF2(+),C14orf28
ATF2(+),NELFA
ATF2(+),KEAP1
ATF2(+),G3BP2
ATF2(+),TRAP1
ATF2(+),TUBB3
ATF2(+),SLC16A11
ATF2(+),PECAM1
ATF2(+),TBCC
ATF2(+),ACY1
ATF2(+),RBM4
ATF2(+),ANKRD17
ATF2(+),MTTP
ATF2(+),PAIP2
ATF2(+),PSIP1
ATF2(+),PJA1
ATF2(+),PARP2
ATF2(+),GSPT1
ATF2(+),DLX6
ATF2(+),AKIRIN2
ATF2(+),DMTF1
ATF2(+),APOA1
ATF2(+),MLLT6
ATF2(+),MLF1
ATF2(+),APC
ATF2(+),SRSF2
ATF2(+),ARHGAP5
ATF2(+),DGKK
ATF2(+),NOS1
ATF2(+),DDR2
ATF2(+),MYF5
ATF2(+),REL
ATF2(+),CMIP
ATF2(+),MAP1A
ATF2(+),TMEM175
ATF2(+),ATRX
ATF2(+),MBNL3
ATF2(+),TMUB1
ATF2(+),EIF4B
ATF2(+),ACTR3B
ATF2(+),C19orf70
ATF2(+),MYBPH
ATF2(+),ATP6V1H
ATF2(+),SUPV3L1
ATF2(+),RECQL5
ATF2(+),RASSF1
ATF2(+),SLITRK2
ATF2(+),RBM22
ATF2(+),FBXL5
ATF2(+),SMARCD3
ATF2(+),UPRT
ATF2(+),KLHL24
ATF2(+),MED24
ATF2(+),ZNF25
ATF2(+),HIST1H2BJ
ATF2(+),HIST1H2AG
ATF2(+),CCDC9
ATF2(+),FARP1
ATF2(+),ZNF32
ATF2(+),ZNF692
ATF2(+),TSPAN2
ATF2(+),TBX4
ATF2(+),FAM83G
ATF2(+),MKLN1
ATF2(+),NAP1L4
ATF2(+),SESN2
ATF2(+),PRDX4
ATF2(+),HIST1H2AE
ATF2(+),TRAPPC5
ATF2(+),C7orf25
ATF2(+),VPS37A
ATF2(+),ETV3
ATF2(+),PRPF8
ATF2(+),APTR
ATF2(+),CDKL4
ATF2(+),USHBP1
ATF2(+),C17orf82
ATF2(+),ETFDH
ATF2(-),NECTIN4
ATF2(-),FYN
ATF2(-),HES4
ATF2(-),RAB11FIP1
ATF2(-),TMSB4X
ATF2(-),RPS29
ATF2(-),RPL9
ATF2(-),RPL38
ATF2(-),RPL41
ATF2(-),CPXM2
ATF2(-),SSU72
ATF2(-),SFN
ATF2(-),EEF2
ATF2(-),KRT8
ATF2(-),RPS27A
ATF2(-),RPL21
ATF2(-),SPRR3
ATF2(-),SCOC
ATF2(-),ATF2
ATF2(-),CD9
ATF2(-),ATF4
ATF2(-),AKAP12
ATF2(-),NDUFC2
ATF2(-),SCEL
ATF2(-),ANXA5
ATF2(-),C4orf3
ATF2(-),ARF6
ATF2(-),RPL31
ATF2(-),RPL34
ATF2(-),REEP5
ATF2(-),RPL27A
ATF2(-),SNRPF
ATF2(-),SPP1
ATF2(-),TCEAL9
ATF2(-),RPS19
ATF2(-),ATP6V1G1
ATF2(-),RPL7
ATF2(-),SNRPC
ATF2(-),RBX1
ATF3(+),DUSP1
ATF3(+),RAD23A
ATF3(+),ATF3
ATF3(+),TRAF4
ATF3(+),RBM23
ATF3(+),PTPRS
ATF3(+),AHCYL1
ATF3(+),MLF2
ATF3(+),ATP6V0C
ATF3(+),NUP98
ATF3(+),PVT1
ATF3(+),PGAP2
ATF3(+),TIPRL
ATF3(+),TRIP6
ATF3(+),BTG3
ATF3(+),CYCS
ATF3(+),EBF4
ATF3(+),BTG2
ATF3(+),ZNF711
ATF3(+),ARL4C
ATF3(+),BTG1
ATF3(+),ELL2
ATF3(+),LINC01136
ATF3(+),GNL1
ATF3(+),JUN
ATF3(+),YWHAZ
ATF3(+),CLDN6
ATF3(+),GEM
ATF3(+),FOXP1
ATF3(+),CENPE
ATF3(+),NR4A2
ATF3(+),HPS5
ATF3(+),TUBB2A
ATF3(+),SNHG15
ATF3(+),PPP1R15A
ATF3(+),AMOTL2
ATF3(+),AKIRIN1
ATF3(+),FOSB
ATF3(+),TAF10
ATF3(+),NECTIN2
ATF3(+),CKB
ATF3(+),BRD2
ATF3(+),ID1
ATF3(+),SKIL
ATF3(+),GATA3
ATF3(+),YY1
ATF3(+),MAFF
ATF3(+),NPPC
ATF3(+),PAFAH1B1
ATF3(+),APTX
ATF3(+),EPHA2
ATF3(+),PPP2CA
ATF3(+),CHD2
ATF3(+),MAPK1IP1L
ATF3(+),ARL4D
ATF3(+),HHIP-AS1
ATF3(+),LARP7
ATF3(+),ARIH1
ATF3(+),MXD1
ATF3(+),PSMD3
ATF3(+),JUND
ATF3(+),DLX2
ATF3(+),RELB
ATF3(+),ERF
ATF3(+),SLC25A25
ATF3(+),CEBPB
ATF3(+),WSB1
ATF3(+),FAM53C
ATF3(+),NEAT1
ATF3(+),CBWD2
ATF3(+),CBWD5
ATF3(+),ZBTB11
ATF3(+),LBH
ATF3(+),PNRC1
ATF3(+),UBC
ATF3(+),NOLC1
ATF3(+),RNPS1
ATF3(+),LMBRD1
ATF3(+),ZNF410
ATF3(+),HSP90AB1
ATF3(+),RBMS2
ATF3(+),NAV2
ATF3(+),MIF
ATF3(+),SYNCRIP
ATF3(+),CCNL1
ATF3(+),CDH3
ATF3(+),RMDN3
ATF3(+),HIST1H4H
ATF3(+),PRRC2C
ATF3(+),GABARAPL1
ATF3(+),ZFAND2A
ATF3(+),CCNI
ATF3(+),KLF6
ATF3(+),PPP1R10
ATF3(+),SPTAN1
ATF3(+),USP48
ATF3(+),EIF1
ATF3(+),CEP170
ATF3(+),KDM6B
ATF3(+),EPC1
ATF3(+),SLC25A36
ATF3(+),LUZP1
ATF3(+),GOLGA2
ATF3(+),G3BP2
ATF3(+),EGR4
ATF3(+),JAK1
ATF3(+),OSBPL1A
ATF3(+),FAXC
ATF3(+),NR4A1
ATF3(+),DXO
ATF3(+),TMEM255A
ATF3(+),ATP1B1
ATF3(+),UBE2B
ATF3(+),DNAJA2
ATF3(+),TNFAIP3
ATF3(+),ZDBF2
ATF3(+),ZFP36L1
ATF3(+),BRINP1
ATF3(+),LPP
ATF3(+),INPP1
ATF3(+),SARNP
ATF3(+),COLGALT2
ATF3(+),PEG3
ATF3(+),MIDN
ATF3(+),TRA2B
ATF3(+),PCDH11Y
ATF3(+),CEBPG
ATF3(+),OTUD6B-AS1
ATF3(+),SIAH1
ATF3(+),C16orf72
ATF3(+),IER2
ATF3(+),FGF1
ATF3(+),CCL4
ATF3(+),IRF6
ATF3(+),ZC3H12A
ATF3(+),ARF5
ATF3(+),CDC37
ATF3(+),FOS
ATF3(+),GLI3
ATF3(+),MAP1B
ATF3(+),ZFAND5
ATF3(+),ACAA2
ATF3(+),FBXW7
ATF3(+),TXN2
ATF3(+),RIMKLB
ATF3(+),FBXO33
ATF3(+),C6orf62
ATF3(+),IFRD1
ATF3(+),KMT2E
ATF3(+),ETF1
ATF3(+),EMD
ATF3(+),RING1
ATF3(+),ARID4B
ATF3(+),RAB11FIP4
ATF3(+),ZNF131
ATF3(+),RABGEF1
ATF3(+),MAGOH
ATF3(+),MBIP
ATF3(+),CBX4
ATF3(+),ILF3
ATF3(+),TXNL1
ATF3(+),PTP4A1
ATF3(+),PAK1IP1
ATF3(+),HCG18
ATF3(+),LMBR1
ATF3(+),SKP1
ATF3(+),DCTN3
ATF3(+),MKNK2
ATF3(+),ZYX
ATF3(+),CCT4
ATF3(+),FLRT3
ATF3(+),AHCTF1
ATF3(+),OSER1
ATF3(+),C11orf1
ATF3(+),CNOT7
ATF3(+),FAM19A4
ATF3(+),DNAJB4
ATF3(+),UAP1
ATF3(+),YWHAG
ATF3(+),GABARAP
ATF3(+),ACTG1
ATF3(+),VGLL4
ATF3(+),MKL1
ATF3(+),SPOP
ATF3(+),NOTCH2NL
ATF3(+),CXCL1
ATF3(+),C1orf21
ATF3(+),CRNDE
ATF3(+),ODC1
ATF3(+),CENPC
ATF3(+),EGR2
ATF3(+),SRSF3
ATF3(+),ARHGEF18
ATF3(+),DUSP14
ATF3(+),BASP1
ATF3(+),SSRP1
ATF3(+),DGKK
ATF3(+),PHACTR2
