regulon,target_gene
ARNT(+),DNMT3A
ARNT(+),DENR
ARNT(+),BCL2
ARNT(+),NFATC3
ARNT(+),CCDC167
ARNT(+),RNF19A
ARNT(+),ACOX1
ARNT(+),TEN1
ARNT(+),FBXO11
ARNT(+),FBXL3
ARNT(-),PPP1R1B
ARNT(-),PLAC1
ARNT(-),SERPINH1
ARNT(-),ZFAS1
ARNT(-),RNF144B
ARNT(-),MIR99AHG
ARNTL(+),ARHGEF17
ARNTL(+),NR4A2
ARNTL(+),SAG
ARNTL(+),USP34
ARNTL(+),MRM3
ARNTL(+),AMOTL1
ARNTL(+),ANKRD44
ARNTL(+),TM7SF3
ARNTL(+),IKZF1
ARNTL(+),ZNF219
ARNTL(+),STARD3NL
ARNTL(+),SLC8A3
ARNTL(+),GALNT3
ARNTL2(+),CIART
ARNTL2(+),TSPEAR-AS1
ARNTL2(+),TNNT3
ARNTL2(+),KCNQ5
ARNTL2(+),LSP1
ARNTL2(+),FMNL1
ARNTL2(+),CD55
ARNTL2(+),SLC7A5
ARNTL2(+),FAM180A
ARNTL2(+),NTN4
ARNTL2(+),ARHGAP6
ARNTL2(+),DLX4
ARNTL2(+),PIEZO1
ARNTL2(+),LCLAT1
ARNTL2(+),ZNF280C
ARNTL2(+),LINC00284
ARNTL2(+),TSPAN2
ARNTL2(+),ANO1
ARNTL2(+),GPNMB
ARNTL2(+),PHLDA2
ARNTL2(+),EPX
ARNTL2(+),NDFIP2
ARNTL2(+),SFMBT1
ATF1(+),UBAP2L
ATF1(+),KLHL12
ATF1(+),TRIP6
ATF1(+),ATG3
ATF1(+),LAMTOR1
ATF1(+),GLYR1
ATF1(+),HNRNPH2
ATF1(+),SPNS1
ATF1(+),COMMD8
ATF1(+),CREBRF
ATF1(+),CTSA
ATF1(+),GZF1
ATF1(+),C1orf43
ATF1(+),RAB5A
ATF1(+),GAA
ATF1(+),ZFP36L2
ATF1(+),VPS33A
ATF1(+),EMC2
ATF1(+),CD164
ATF1(+),MTURN
ATF1(+),RGL1
ATF1(+),H3F3B
ATF1(+),GPBP1
ATF1(+),TMEM263
ATF1(+),VPS26A
ATF1(+),SH3GL1
ATF1(+),THUMPD2
ATF1(+),MAFG
ATF1(+),PCBP1
ATF1(+),MAGOHB
ATF1(+),LAMP1
ATF1(+),C19orf54
ATF1(+),MFN2
ATF1(+),SNAP29
ATF1(+),KLF6
ATF1(+),U2AF2
ATF1(+),TOPORS
ATF1(+),ESYT2
ATF1(+),SLC33A1
ATF1(+),UTP18
ATF1(+),NAA50
ATF1(+),TCEANC2
ATF1(+),DENND5A
ATF1(+),ATP6V1A
ATF1(+),UBE2H
ATF1(+),MAP2K1
ATF1(+),CCDC86
ATF1(+),GNL1
ATF1(+),FBXO34
ATF1(+),FAM76B
ATF1(+),PTP4A1
ATF1(+),CYSTM1
ATF1(+),LARP7
ATF1(+),IRF2BPL
ATF1(+),CTNNA1
ATF1(+),PPM1A
ATF1(+),CNOT7
ATF1(+),STXBP3
ATF1(+),TRAPPC8
ATF1(+),ABCE1
ATF1(+),ANAPC10
ATF1(+),PEF1
ATF1(+),ST13
ATF1(+),HDAC5
ATF1(+),C2orf49
ATF1(+),TNFAIP1
ATF1(+),MYBL2
ATF1(+),GTF2F1
ATF1(+),PPP2CA
ATF1(+),PURA
ATF1(+),LRRC37B
ATF1(+),PIAS2
ATF1(+),LMBRD1
ATF1(+),TCEAL9
ATF1(+),DDX19B
ATF1(+),VPS37A
ATF1(+),UBAP1
ATF1(+),RPS6KB2
ATF1(+),MED30
ATF1(+),CCT4
ATF1(+),BTG3
ATF1(+),BIRC2
ATF1(+),OTUD6B-AS1
ATF1(+),BROX
ATF1(+),DEAF1
ATF1(+),SYAP1
ATF1(+),ARMCX1
ATF1(+),SCFD1
ATF1(+),DDX19A
ATF1(+),ERCC6L
ATF1(+),RAB27A
ATF1(+),PACRGL
ATF1(+),DCAF11
ATF1(+),FOSL2
ATF1(+),RAB3A
ATF1(+),TBL3
ATF1(+),MAL2
ATF1(+),TIPRL
ATF1(+),PRDM10
ATF1(+),RAB7A
ATF1(+),TPM3
ATF1(+),CCNG2
ATF1(+),RBM3
ATF1(+),NSRP1
ATF1(+),PLK2
ATF1(+),RAB13
ATF1(+),MORF4L2
ATF1(+),PRPF6
ATF1(+),FANCD2
ATF1(+),HNRNPM
ATF1(+),GOLPH3
ATF1(+),CWC25
ATF1(+),DAP
ATF1(+),FAM177A1
ATF1(+),TBC1D15
ATF1(+),SNX5
ATF1(+),SUB1
ATF1(+),PCNP
ATF1(+),FAHD2A
ATF1(+),CTPS2
ATF1(+),ZNF574
ATF1(+),TM9SF2
ATF1(+),WAPL
ATF1(+),GNL2
ATF1(+),SPOP
ATF1(+),PPM1B
