regulon,target_gene
ATF3(+),ELL2
ATF3(+),FOSB
ATF3(+),FOS
ATF3(+),AHCYL1
ATF3(+),TRAK1
ATF3(+),SIK1
ATF3(+),MAF
ATF3(+),FSCN1
ATF3(+),PPP1R15A
ATF3(+),VEGFA
ATF3(+),CHD7
ATF3(+),BCAS2
ATF3(+),NR4A2
ATF3(+),CYCS
ATF3(+),CXCL16
ATF3(+),USP36
ATF3(+),PNRC1
ATF3(+),TMEM147
ATF3(+),CEBPB
ATF3(+),BLVRB
ATF3(+),GUK1
ATF3(+),ADAM9
ATF3(+),ARL5B
ATF3(+),PPP1R10
ATF3(+),TM2D2
ATF3(+),ATP1B1
ATF3(+),SPOP
ATF3(+),NFKBID
ATF3(+),GABARAPL1
ATF3(+),STAT3
ATF3(+),EGR1
ATF3(+),SNX5
ATF3(+),PABPC1
ATF3(+),CHMP1B
ATF3(+),PPARD
ATF3(+),SEC14L1
ATF3(+),ZNF331
ATF3(+),HSP90AB1
ATF3(+),ARF5
ATF3(+),REL
ATF3(+),IER2
ATF3(+),IL10RA
ATF3(+),GLIPR1
ATF3(+),ZFP36L1
ATF3(+),ADM
ATF3(+),KLF4
ATF3(+),NFE2L2
ATF3(+),CBX4
ATF3(+),REV3L
ATF3(+),TNFRSF1B
ATF3(+),FBRS
ATF3(+),EIF5
ATF3(+),ATF6
ATF3(+),EPB41L3
ATF3(+),TMEM256
ATF3(+),NAMPT
ATF3(+),KIAA0930
ATF3(+),FABP3
ATF3(+),CALM1
ATF3(+),SNU13
ATF3(+),ST20-MTHFS
ATF3(+),C6orf62
ATF3(+),SLC3A2
ATF3(+),SUSD6
ATF3(+),SARAF
ATF3(+),HADH
ATF3(+),MYO7A
ATF3(+),CHRNE
ATF3(+),GGA1
ATF3(+),RB1
ATF3(+),PPIF
ATF3(+),YIF1B
ATF3(+),RHOU
ATF3(+),SPI1
ATF3(+),ZSWIM6
ATF3(+),FAM71D
ATF3(+),ATP1B3
ATF3(+),ABL2
ATF3(+),FOSL2
ATF3(+),ANXA4
ATF3(+),FIS1
ATF3(+),EIF4A1
ATF3(+),FKBP15
ATF3(+),ERBIN
ATF3(+),FOXO3
ATF3(+),NELFE
ATF3(+),POLR2A
ATF3(+),ZFHX3
ATF3(+),RGS10
ATF3(+),RHOG
ATF3(+),RGS2
ATF3(+),PARP10
ATF3(+),HLA-E
ATF3(+),ARHGAP23
ATF3(+),HSPH1
ATF3(+),EMC8
ATF3(+),RNF13
ATF3(+),MAP7D1
ATF3(+),RAB7B
ATF3(+),LGALS9
ATF3(+),ETV6
ATF3(+),TMEM219
ATF3(+),HSPA4
ATF3(+),TP53AIP1
ATF3(+),PFKFB3
ATF3(+),P2RX7
ATF3(+),GOLGB1
ATF3(+),CD53
ATF3(+),HM13
ATF3(+),CD36
ATF3(+),PTGER4
ATF3(+),SPP1
ATF3(+),NORAD
ATF3(+),PHB
ATF3(+),MKNK1
ATF3(+),ZNF141
ATF3(+),NXT1
ATF3(+),C1QA
ATF3(+),DRAM2
ATF3(+),TTYH3
ATF3(+),PIM3
ATF3(+),TBXAS1
ATF3(+),B9D1
ATF3(+),COMT
ATF3(+),FMNL1
ATF3(+),CORO1B
ATF3(+),GM2A
ATF3(+),MGLL
ATF3(+),PLEK
ATF3(+),NEK10
ATF3(+),LY86
ATF3(+),ATP6V1B2
ATF3(+),PANK2
ATF3(+),LMAN2
ATF3(+),SLC43A2
ATF3(+),ATP6AP2
ATF3(+),DOCK2
ATF3(+),BAALC-AS1
ATF3(+),C1QB
ATF3(+),CHRFAM7A
ATF3(+),IER3
ATF3(+),HMGA1
ATF3(+),TFRC
ATF3(+),GAL3ST4
ATF3(+),LPAR5
ATF3(+),TRAPPC5
ATF3(+),UCP2
ATF3(+),MAT2A
ATF3(+),LGALS8
ATF3(+),DBI
ATF3(+),TPT1
ATF3(+),NFKB2
ATF3(+),SLC7A3
ATF3(+),DNAJB4
ATF3(+),FEZ1
ATF3(+),C9orf72
ATF3(+),MCL1
ATF3(+),BLOC1S6
ATF3(+),HSPA5
ATF3(+),COLGALT1
ATF3(+),SLC12A5
ATF3(+),HIST1H3B
ATF3(+),OSTF1
ATF3(+),MAP3K9
ATF3(+),MYO1E
ATF3(+),WIPI2
ATF3(+),DISP3
ATF3(+),SLC37A2
ATF3(+),VAT1
ATF3(+),HNRNPF
ATF3(+),PTMS
ATF3(+),WDR91
ATF3(+),SNX1
ATF3(+),BMP2K
ATF3(+),SDHC
ATF3(+),NEU1
ATF3(+),HIST2H2AB
ATF3(+),BCKDK
ATF3(+),FAM86C1
ATF3(+),MCRIP2
ATF3(+),H3F3B
ATF3(+),PCBP1
ATF3(+),C15orf48
ATF3(+),LINC00664
ATF3(+),RAB2A
ATF3(+),JUNB
ATF3(+),RAB11B
ATF3(+),ZFP36
ATF3(+),ARRB1
ATF3(+),EPS15
ATF3(+),SHMT2
ATF3(+),SSNA1
ATF3(+),DNAJA4
ATF3(+),WDR26
ATF3(+),ATP6V1F
ATF3(+),FUCA1
ATF3(+),AGR2
ATF3(+),CYFIP1
ATF3(+),MIR155HG
ATF3(+),EIF4A3
ATF3(+),SRSF7
ATF3(+),TMEM37
ATF3(+),THEMIS2
ATF3(+),FTL
ATF3(+),TNFRSF11A
ATF3(+),AKT1
ATF3(+),RAB5C
ATF3(+),LAPTM5
ATF3(+),LGMN
ATF3(+),ENG
ATF3(+),NBL1
ATF3(+),CISD2
ATF3(+),TPST2
ATF3(+),PCF11
ATF3(+),P4HA1
ATF3(+),ARL6IP1
ATF3(+),CSNK1A1
ATF3(+),DDIT4
ATF3(+),MT2A
ATF3(+),HAVCR2
ATF3(+),MRPL14
ATF3(+),SUGT1
ATF3(+),RBPJ
ATF3(+),SERTAD1
ATF3(+),TIMM13
ATF3(+),ADIPOR1
ATF3(+),IFT46
ATF3(+),AP2A2
