regulon,target_gene
ATF1(+),ALDH9A1
ATF1(+),OST4
ATF1(+),ZFAS1
ATF1(+),RPS27L
ATF1(+),GID8
ATF1(+),UBE2D2
ATF1(+),METTL2A
ATF1(+),MDH1
ATF1(+),SRSF7
ATF1(+),SMYD2
ATF1(+),ATF1
ATF1(+),COX4I1
ATF1(+),NDUFS6
ATF1(+),RPL36AL
ATF1(+),MTERF1
ATF1(+),UMAD1
ATF1(+),TIMM23
ATF1(+),TRO
ATF1(+),KCNQ1-AS1
ATF1(+),GTF2H3
ATF1(+),RRP9
ATF1(+),TMEM62
ATF1(+),C6orf89
ATF1(+),KIF9
ATF1(+),AP1S2
ATF1(+),MAP7
ATF1(+),SLC35A2
ATF1(+),PPP1R10
ATF1(+),TSACC
ATF1(+),AP1M1
ATF1(+),CDC40
ATF1(+),HYPK
ATF1(+),KCTD13
ATF1(+),WAPL
ATF1(+),MKL1
ATF1(+),CCNL1
ATF1(+),CSGALNACT1
ATF1(+),CLINT1
ATF1(+),YRDC
ATF1(+),SLU7
ATF1(+),OGG1
ATF1(+),HCG18
ATF1(+),MRGPRF
ATF1(+),PTRH1
ATF1(+),TMEM44-AS1
ATF1(+),RMDN3
ATF1(+),SLC26A2
ATF1(+),NUP35
ATF1(+),NFKB2
ATF1(+),ZNF808
ATF1(+),DNMT3B
ATF1(+),KCNAB2
ATF1(+),NPHP4
ATF1(+),WDCP
ATF1(+),DUSP9
ATF1(+),HBEGF
ATF1(+),TNIK
ATF1(+),MSL2
ATF1(+),ZC3H10
ATF1(+),ZC3H11A
ATF1(+),TRMT6
ATF1(+),SH3BP2
ATF1(+),CTDSPL2
ATF1(+),EMX2OS
ATF1(+),TMEM51
ATF1(+),GMPPB
ATF1(+),AGAP3
ATF1(+),LPCAT4
ATF1(+),AP3S2
ATF1(+),PLSCR1
ATF1(+),PAN3
ATF1(+),BDNF
ATF1(+),ASCC1
ATF1(+),UBXN2B
ATF1(+),HEY2
ATF1(+),SLC37A1
ATF1(+),CAPN7
ATF1(+),PDE4A
ATF1(+),LYRM1
ATF1(+),GATA2
ATF1(+),ATG4C
ATF1(+),DR1
ATF1(+),KRBOX4
ATF1(+),SFMBT2
ATF1(+),ESYT1
ATF1(+),TRIM25
ATF1(+),CCDC86
ATF1(+),PLEKHH3
ATF1(+),SLC25A25
ATF1(+),TRIM55
ATF1(+),SNAPC5
ATF1(+),C1D
ATF1(+),ATL2
ATF1(+),LIF
ATF1(+),PIK3C2B
ATF1(+),TAPT1-AS1
ATF1(+),BROX
ATF1(+),PRKD2
ATF1(+),SMCO4
ATF1(+),ZNF512
ATF1(+),SIK3
ATF1(+),TRIM3
ATF1(+),TRIM59
ATF1(+),ZNRD1
ATF1(+),LYRM9
ATF1(+),SNRK
ATF1(+),SNRNP27
ATF1(+),GCC2
ATF1(+),PPP1CC
ATF1(+),TOMM22
ATF1(+),PTGES3
ATF1(+),FAM32A
ATF1(+),CCDC174
ATF1(+),TTC13
ATF1(+),RNF181
ATF1(+),NACA
ATF1(+),EPC2
ATF1(+),PCMT1
ATF1(+),SLC25A20
ATF1(+),MRPL51
ATF1(+),MED31
ATF1(+),TP53I13
ATF1(+),TMEM69
ATF1(+),DDX27
ATF1(+),MINOS1
ATF1(+),ZC3H13
ATF1(+),YTHDF2
ATF1(+),ZNF586
ATF1(+),POLR1D
ATF1(+),NOP10
ATF1(+),PNN
ATF1(+),TXNIP
ATF1(+),CDC7
ATF1(+),NDUFA1
ATF1(+),CKS2
ATF1(+),ATG12
ATF1(+),COX14
ATF1(+),TPD52L2
ATF1(+),SRSF9
ATF1(+),BLOC1S2
ATF1(+),ATP6AP2
ATF1(+),NPM1
ATF1(+),ERH
ATF1(+),PCDH19
ATF1(+),RPL12
ATF1(+),FBXO5
ATF1(+),FLOT2
ATF1(+),TSEN34
ATF1(+),IFT20
ATF1(+),TMEM59
ATF1(+),AAMP
ATF1(+),GNL3
ATF1(+),UCHL3
ATF1(+),TAF9
ATF1(+),ZNF841
ATF1(+),DLGAP5
ATF1(+),ZC3H12A
ATF1(+),TXNDC17
ATF1(+),SUGCT
ATF1(+),ZNF814
ATF1(+),SNRPF
ATF1(+),VPS35
ATF1(+),HMGB2
ATF1(+),NASP
ATF1(+),SUCLG1
ATF1(+),MRPS6
ATF1(+),GTF3A
ATF1(+),RAB1A
ATF1(+),TMEM126A
ATF1(+),IP6K2
ATF1(+),KXD1
ATF1(+),CAPN1
ATF1(+),CDC20
ATF1(+),UBE2D1
ATF1(+),YEATS4
ATF1(+),SRSF2
ATF1(+),EIF3F
ATF1(+),UBE2K
ATF1(+),CDC25B
ATF1(+),RSRC2
ATF1(+),COX20
ATF1(+),LINC01534
ATF1(+),TBCC
ATF1(+),SDHD
ATF1(+),NRBF2
ATF1(+),MICU2
ATF1(+),RIBC2
ATF1(+),SRRT
ATF1(+),CCT8
ATF1(+),TAF1D
ATF1(+),C4orf33
ATF1(+),SEC23IP
ATF1(+),ZIM2
ATF1(+),PRDX6
ATF1(+),ARRDC4
ATF1(+),KPNA2
ATF1(+),WBP11
ATF1(+),NCAPH
ATF1(+),CLK1
ATF1(+),MFSD14C
ATF1(+),SNHG9
ATF1(+),UQCR10
ATF1(+),ZNHIT3
ATF1(+),FKBP3
ATF1(+),NDUFB1
ATF1(+),H2AFX
ATF1(+),ZNF667-AS1
ATF1(+),C11orf58
ATF1(+),SMIM4
ATF1(+),CALM1
ATF1(+),KLF10
ATF1(+),RBX1
ATF1(+),CCNB1
ATF1(+),RAPSN
ATF1(+),CSTB
ATF1(+),GBE1
ATF1(+),HOXA2
ATF1(+),S100A6
ATF1(+),RFPL2
ATF1(+),ANKRD37
ATF1(+),PTTG1
ATF1(+),VAPA
ATF1(+),HNRNPDL
ATF1(+),HES1
ATF1(+),NPM2
ATF1(+),FTH1
ATF1(+),MRPL41
ATF1(+),CD55
ATF1(+),MVD
ATF1(+),RAP1A
ATF1(+),KBTBD2
ATF1(+),DACT3-AS1
ATF1(+),FAM71E1
ATF1(+),MLYCD
ATF1(+),CNOT10
ATF1(+),RBM45
ATF1(+),FAM8A1
ATF1(+),UBB
ATF1(+),AGGF1
ATF1(+),ARF4-AS1
ATF1(+),LIN37
ATF1(+),SZT2
ATF1(+),CCDC15
ATF1(+),CHD8
ATF1(+),BMT2
ATF1(+),LIPT1
ATF1(+),SLC25A40
ATF1(+),RNF138
ATF1(+),TEFM
ATF1(+),TMEM68
ATF1(+),TSTD1
ATF1(+),ZGPAT
ATF1(+),ZNF765
ATF1(+),NOL9
ATF1(+),MFAP3
ATF1(+),GGACT
ATF1(+),ZFP62
ATF1(+),VPS8
ATF1(+),N6AMT1
ATF1(+),RCOR3
ATF1(+),TRIM36
ATF1(+),NDUFAF4
ATF1(+),ZNF79
ATF1(+),CHFR
ATF1(+),RASA1
ATF1(+),E4F1
ATF1(+),AKTIP
ATF1(+),SLC5A3
ATF1(+),MOB3A
ATF1(+),NFXL1
ATF1(+),RBAK-RBAKDN
ATF1(+),MAGEH1
ATF1(+),SLC25A35
ATF1(+),MAN1B1
ATF1(+),NDUFAF5
ATF1(+),C1orf112
ATF1(+),ANKRD31
ATF1(-),DCAF12
ATF1(-),SLC25A37
ATF1(-),BNIP3L
ATF1(-),SEC62
ATF1(-),RNF10
ATF1(-),HBM
